match_id,date,team_a,team_b,elo_a_pre_original,elo_b_pre_original,elo_a_pre_rederived,elo_b_pre_rederived,elo_delta_a,elo_delta_b,elo_source_status
19831104_Brazil_vs_Uruguay,1983-11-04,Brazil,Uruguay,1800.147,1676.724,1800.146876179484,1676.723963556814,0.00012382051590975607,3.644318599071994e-05,comparado
19840612_France_vs_Denmark,1984-06-12,France,Denmark,1761.135,1606.415,1761.134530948721,1606.4151676134325,0.00046905127896934573,-0.00016761343249527272,comparado
19840613_Belgium_vs_Yugoslavia,1984-06-13,Belgium,Yugoslavia,1726.779,1712.86,1726.7785147912987,1712.8595611155158,0.0004852087013205164,0.0004388844840832462,comparado
19840614_Germany_vs_Portugal,1984-06-14,Germany,Portugal,1828.928,1659.956,1828.927767321002,1659.9556126918737,0.00023267899814527482,0.0003873081261644984,comparado
19840614_Romania_vs_Spain,1984-06-14,Romania,Spain,1634.439,1699.158,1634.4387033546018,1699.157958727581,0.0002966453982935491,4.1272418911830755e-05,comparado
19840616_Denmark_vs_Yugoslavia,1984-06-16,Denmark,Yugoslavia,1594.194,1690.852,1594.19406870575,1690.8517120990275,-6.870574998174561e-05,0.00028790097258024616,comparado
19840616_France_vs_Belgium,1984-06-16,France,Belgium,1773.356,1748.786,1773.3556298564035,1748.786363807787,0.0003701435964558186,-0.000363807786925463,comparado
19840617_Germany_vs_Romania,1984-06-17,Germany,Romania,1819.45,1638.306,1819.4503103811571,1638.3058939258226,-0.0003103811570781545,0.0001060741774381313,comparado
19840617_Portugal_vs_Spain,1984-06-17,Portugal,Spain,1669.433,1695.291,1669.4330696317186,1695.2907681563602,-6.963171858842543e-05,0.00023184363976724853,comparado
19840619_Denmark_vs_Belgium,1984-06-19,Denmark,Belgium,1640.014,1714.202,1640.0138876076549,1714.202049323014,0.00011239234504500928,-4.9323014081892325e-05,comparado
19840619_France_vs_Yugoslavia,1984-06-19,France,Yugoslavia,1807.94,1645.032,1807.9399443411764,1645.0318931971226,5.565882361224794e-05,0.0001068028773261176,comparado
19840620_Germany_vs_Spain,1984-06-20,Germany,Spain,1830.396,1693.731,1830.396330204116,1693.730734216469,-0.0003302041161532543,0.00026578353094919294,comparado
19840620_Portugal_vs_Romania,1984-06-20,Portugal,Romania,1670.993,1627.36,1670.9931035716097,1627.3598741028636,-0.00010357160977036983,0.00012589713628585741,comparado
19840623_France_vs_Portugal,1984-06-23,France,Portugal,1819.757,1689.37,1819.75665182172,1689.369564765109,0.0003481782800918154,0.0004352348908014392,comparado
19840624_Denmark_vs_Spain,1984-06-24,Denmark,Spain,1665.431,1722.59,1665.4311005685756,1722.5899655590224,-0.00010056857558993215,3.4440977515259874e-05,comparado
19840627_France_vs_Spain,1984-06-27,France,Spain,1833.226,1719.166,1833.2259451545451,1719.1659557899393,5.4845454997121124e-05,4.421006065058464e-05,comparado
19860531_Bulgaria_vs_Italy,1986-05-31,Bulgaria,Italy,1625.307,1728.701,1625.3073761976095,1728.7011982601305,-0.00037619760951201897,-0.00019826013044621504,comparado
19860601_Canada_vs_France,1986-06-01,Canada,France,1568.106,1826.37,1568.1056220936466,1826.3702259277316,0.00037790635337842104,-0.000225927731662523,comparado
19860601_Spain_vs_Brazil,1986-06-01,Spain,Brazil,1725.736,1767.22,1725.7359455581818,1767.219700219604,5.444181829261652e-05,0.00029978039606248785,comparado
19860602_Argentina_vs_South_Korea,1986-06-02,Argentina,South Korea,1704.212,1721.186,1704.2124306619708,1721.185868916006,-0.0004306619707676873,0.00013108399389238912,comparado
19860602_Morocco_vs_Poland,1986-06-02,Morocco,Poland,1662.347,1672.842,1662.3468818003007,1672.8418816422206,0.00011819969927273632,0.00011835777945634618,comparado
19860602_Russia_vs_Hungary,1986-06-02,Russia,Hungary,1771.352,1714.388,1771.3519859716498,1714.3884599966073,1.4028350278749713e-05,-0.00045999660733286873,comparado
19860603_Algeria_vs_Northern_Ireland,1986-06-03,Algeria,Northern Ireland,1675.967,1660.703,1675.9666529525098,1660.702552242589,0.00034704749032243853,0.00044775741093872057,comparado
19860603_Mexico_vs_Belgium,1986-06-03,Mexico,Belgium,1711.345,1675.444,1711.3446221136287,1675.4442000947977,0.00037788637132507574,-0.00020009479771943006,comparado
19860603_Portugal_vs_England,1986-06-03,Portugal,England,1661.225,1783.411,1661.225422404609,1783.4109451507593,-0.0004224046090257616,5.4849240768817253e-05,comparado
19860604_Paraguay_vs_Iraq,1986-06-04,Paraguay,Iraq,1643.298,1680.736,1643.2977564050773,1680.736078282676,0.00024359492272196803,-7.828267598597449e-05,comparado
19860604_Scotland_vs_Denmark,1986-06-04,Scotland,Denmark,1700.977,1688.465,1700.9773199807278,1688.4652865200173,-0.0003199807276814681,-0.0002865200174255733,comparado
19860604_Uruguay_vs_Germany,1986-06-04,Uruguay,Germany,1708.145,1784.962,1708.14494962841,1784.9624041456898,5.037159007770242e-05,-0.0004041456897994067,comparado
19860605_France_vs_Russia,1986-06-05,France,Russia,1834.116,1804.712,1834.1158228722215,1804.7118786560604,0.00017712777844280936,0.00012134393955420819,comparado
19860605_Italy_vs_Argentina,1986-06-05,Italy,Argentina,1722.63,1728.224,1722.6299551080583,1728.2242288678183,4.489194179768674e-05,-0.00022886781835040892,comparado
19860605_South_Korea_vs_Bulgaria,1986-06-05,South Korea,Bulgaria,1697.174,1631.379,1697.1740707101585,1631.3786193496817,-7.071015852488927e-05,0.0003806503182204324,comparado
19860606_Brazil_vs_Algeria,1986-06-06,Brazil,Algeria,1785.724,1675.045,1785.724151359382,1675.044640205377,-0.00015135938201638055,0.00035979462313662225,comparado
19860606_England_vs_Morocco,1986-06-06,England,Morocco,1755.316,1662.981,1755.3158217090586,1662.9810367230234,0.00017829094144872215,-3.672302341328759e-05,comparado
19860606_Hungary_vs_Canada,1986-06-06,Hungary,Canada,1681.029,1560.36,1681.0285673121966,1560.3600251491566,0.0004326878033680259,-2.5149156726911315e-05,comparado
19860607_Mexico_vs_Paraguay,1986-06-07,Mexico,Paraguay,1730.182,1666.552,1730.1823879205147,1666.5519177027602,-0.00038792051464042743,8.229723971453495e-05,comparado
19860607_Northern_Ireland_vs_Spain,1986-06-07,Northern Ireland,Spain,1661.625,1707.231,1661.6245649897219,1707.2314944184038,0.00043501027812453685,-0.0004944184038322419,comparado
19860607_Poland_vs_Portugal,1986-06-07,Poland,Portugal,1672.208,1689.321,1672.207726719498,1689.3205458463096,0.0002732805021423701,0.00045415369027068664,comparado
19860608_Denmark_vs_Uruguay,1986-06-08,Denmark,Uruguay,1710.221,1712.714,1710.2212228268745,1712.7138088705149,-0.00022282687450569938,0.00019112948507427063,comparado
19860608_Germany_vs_Scotland,1986-06-08,Germany,Scotland,1780.394,1679.221,1780.3935449035848,1679.2213836738706,0.00045509641518037824,-0.00038367387060134206,comparado
19860608_Iraq_vs_Belgium,1986-06-08,Iraq,Belgium,1657.482,1656.606,1657.4819169849932,1656.6064342879117,8.301500679408491e-05,-0.00043428791173028003,comparado
19860609_Hungary_vs_France,1986-06-09,Hungary,France,1695.595,1832.343,1695.5950392150742,1832.342795489975,-3.921507413906511e-05,0.00020451002501431503,comparado
19860609_Russia_vs_Canada,1986-06-09,Russia,Canada,1806.485,1545.794,1806.484906038307,1545.793553246279,9.396169298270252e-05,0.0004467537210075534,comparado
19860610_Argentina_vs_Bulgaria,1986-06-10,Argentina,Bulgaria,1727.886,1635.309,1727.8861241882023,1635.3086163403434,-0.00012418820233506267,0.0003836596565633954,comparado
19860610_South_Korea_vs_Italy,1986-06-10,South Korea,Italy,1693.244,1722.968,1693.2440737194968,1722.9680597876743,-7.371949686785229e-05,-5.9787674217659514e-05,comparado
19860611_England_vs_Poland,1986-06-11,England,Poland,1749.863,1694.241,1749.862627149695,1694.2412387889958,0.0003728503049842402,-0.00023878899582996382,comparado
19860611_Mexico_vs_Iraq,1986-06-11,Mexico,Iraq,1726.379,1636.429,1726.378811419221,1636.4290004200466,0.0001885807789676619,-4.200464900350198e-07,comparado
19860611_Paraguay_vs_Belgium,1986-06-11,Paraguay,Belgium,1670.355,1677.659,1670.355494204054,1677.6593508528583,-0.0004942040538935544,-0.0003508528582187864,comparado
19860611_Portugal_vs_Morocco,1986-06-11,Portugal,Morocco,1667.287,1668.434,1667.2870337768118,1668.434231282387,-3.377681173333258e-05,-0.00023128238694880565,comparado
19860612_Algeria_vs_Spain,1986-06-12,Algeria,Spain,1660.517,1725.491,1660.5169537823942,1725.4906060159706,4.621760581358103e-05,0.00039398402941515087,comparado
19860612_Northern_Ireland_vs_Brazil,1986-06-12,Northern Ireland,Brazil,1643.365,1800.252,1643.3654533921551,1800.2518377823646,-0.0004533921551228559,0.00016221763530666067,comparado
19860613_Denmark_vs_Germany,1986-06-13,Denmark,Germany,1748.075,1795.446,1748.075223443353,1795.4455877322314,-0.0002234433529793023,0.0004122677685245435,comparado
19860613_Scotland_vs_Uruguay,1986-06-13,Scotland,Uruguay,1664.169,1674.86,1664.169340845224,1674.8598082540364,-0.0003408452239455073,0.00019174596354787354,comparado
19860615_Mexico_vs_Bulgaria,1986-06-15,Mexico,Bulgaria,1742.06,1618.933,1742.0602888725743,1618.932836884522,-0.0002888725744014664,0.00016311547801706183,comparado
19860615_Russia_vs_Belgium,1986-06-15,Russia,Belgium,1814.007,1677.218,1814.006510705826,1677.217949898753,0.0004892941740308743,5.010124709770025e-05,comparado
19860616_Argentina_vs_Uruguay,1986-06-16,Argentina,Uruguay,1744.262,1674.214,1744.2619036440237,1674.2138496884438,9.63559762112709e-05,0.00015031155612632574,comparado
19860616_Brazil_vs_Poland,1986-06-16,Brazil,Poland,1815.927,1670.354,1815.9266240867307,1670.3541736493914,0.00037591326918118284,-0.00017364939139952185,comparado
19860617_Italy_vs_France,1986-06-17,Italy,France,1742.176,1849.488,1742.1758275536279,1849.4881285690628,0.0001724463720620406,-0.00012856906278102542,comparado
19860617_Morocco_vs_Germany,1986-06-17,Morocco,Germany,1691.417,1769.801,1691.4169275532488,1769.8007150924846,7.244675111905963e-05,0.00028490751537901815,comparado
19860618_Denmark_vs_Spain,1986-06-18,Denmark,Spain,1773.72,1748.54,1773.7200960830999,1748.5403920995639,-9.608309983377694e-05,-0.00039209956389640865,comparado
19860618_England_vs_Paraguay,1986-06-18,England,Paraguay,1773.75,1670.797,1773.7496922892994,1670.7968951581593,0.00030771070055379823,0.00010484184076631209,comparado
19860621_Brazil_vs_France,1986-06-21,Brazil,France,1835.071,1864.9,1835.0712374858495,1864.8996305713372,-0.00023748584953864338,0.00036942866290701204,comparado
19860621_Mexico_vs_Germany,1986-06-21,Mexico,Germany,1756.474,1786.142,1756.474291800497,1786.141752513431,-0.00029180049705246347,0.0002474865691510786,comparado
19860622_Argentina_vs_England,1986-06-22,Argentina,England,1761.084,1793.553,1761.0844485238615,1793.5525143528885,-0.00044852386145066703,0.0004856471116454486,comparado
19860622_Spain_vs_Belgium,1986-06-22,Spain,Belgium,1784.374,1706.084,1784.3736429074952,1706.0835717477032,0.0003570925048279605,0.00042825229684240185,comparado
19860625_Argentina_vs_Belgium,1986-06-25,Argentina,Belgium,1784.041,1710.737,1784.0412183850153,1710.7371483235634,-0.0002183850153869571,-0.00014832356328042806,comparado
19860625_France_vs_Germany,1986-06-25,France,Germany,1863.101,1784.353,1863.1011338042745,1784.3529119954715,-0.0001338042743554979,8.800452860668884e-05,comparado
19860628_France_vs_Belgium,1986-06-28,France,Belgium,1835.864,1693.052,1835.863828736936,1693.0522180755715,0.00017126306397585722,-0.00021807557163810998,comparado
19860629_Argentina_vs_Germany,1986-06-29,Argentina,Germany,1801.726,1811.59,1801.7261486330071,1811.5902170628099,-0.00014863300702927518,-0.00021706280995203997,comparado
19870627_Argentina_vs_Peru,1987-06-27,Argentina,Peru,1806.774,1559.685,1806.774260853447,1559.684987227308,-0.0002608534471164603,1.2772691889040289e-05,comparado
19870628_Brazil_vs_Venezuela,1987-06-28,Brazil,Venezuela,1836.481,1282.637,1836.4813369428396,1282.6370325131713,-0.0003369428395672003,-3.251317139074672e-05,comparado
19870628_Paraguay_vs_Bolivia,1987-06-28,Paraguay,Bolivia,1662.17,1420.657,1662.1697000505005,1420.6566511604792,0.00029994949954925687,0.0003488395207114081,comparado
19870630_Venezuela_vs_Chile,1987-06-30,Venezuela,Chile,1280.256,1636.365,1280.2555472600852,1636.3646768165586,0.00045273991486283194,0.00032318344142368005,comparado
19870701_Bolivia_vs_Colombia,1987-07-01,Bolivia,Colombia,1433.283,1520.083,1433.283274353659,1520.082853934724,-0.000274353659051485,0.00014606527611249476,comparado
19870702_Argentina_vs_Ecuador,1987-07-02,Argentina,Ecuador,1793.935,1400.74,1793.9345183882583,1400.7398470308005,0.00048161174163396936,0.00015296919946194976,comparado
19870703_Chile_vs_Brazil,1987-07-03,Chile,Brazil,1640.894,1838.863,1640.8943694479426,1838.8628221959257,-0.0003694479426030739,0.00017780407438294787,comparado
19870704_Peru_vs_Ecuador,1987-07-04,Peru,Ecuador,1572.525,1396.087,1572.5247296924967,1396.0867892954882,0.00027030750334233744,0.00021070451180094096,comparado
19870705_Colombia_vs_Paraguay,1987-07-05,Colombia,Paraguay,1536.846,1649.543,1536.845568915703,1649.5430768573208,0.0004310842969061923,-7.685732089157682e-05,comparado
19870708_Chile_vs_Colombia,1987-07-08,Chile,Colombia,1687.878,1573.22,1687.8779423516519,1573.2197284587564,5.764834804722341e-05,0.00027154124359185516,comparado
19870709_Argentina_vs_Uruguay,1987-07-09,Argentina,Uruguay,1798.588,1662.104,1798.5875761235707,1662.1036415792942,0.00042387642929497815,0.0003584207058793254,comparado
19870711_Argentina_vs_Colombia,1987-07-11,Argentina,Colombia,1769.738,1558.909,1769.7377888608312,1558.9089075775094,0.00021113916886861261,9.242249075214204e-05,comparado
19870712_Chile_vs_Uruguay,1987-07-12,Chile,Uruguay,1702.189,1690.953,1702.188763232899,1690.9534288420336,0.0002367671011143102,-0.0004288420336706622,comparado
19880610_Germany_vs_Italy,1988-06-10,Germany,Italy,1798.589,1764.464,1798.588939018354,1764.4644817622757,6.0981645901847514e-05,-0.0004817622757400386,comparado
19880611_Denmark_vs_Spain,1988-06-11,Denmark,Spain,1713.408,1758.613,1713.408321020001,1758.6129252659907,-0.0003210200011380948,7.47340093312232e-05,comparado
19880612_England_vs_Republic_of_Ireland,1988-06-12,England,Republic of Ireland,1795.488,1646.539,1795.488057040869,1646.5391820530408,-5.704086902369454e-05,-0.00018205304081675422,comparado
19880612_Netherlands_vs_Russia,1988-06-12,Netherlands,Russia,1760.801,1785.41,1760.800706795146,1785.4104338736781,0.0002932048539605603,-0.0004338736780482577,comparado
19880614_Germany_vs_Denmark,1988-06-14,Germany,Denmark,1796.533,1695.125,1796.5329662032532,1695.1253023893203,3.3796746720327064e-05,-0.0003023893202680483,comparado
19880614_Italy_vs_Spain,1988-06-14,Italy,Spain,1766.52,1776.896,1766.5204545773765,1776.8959438966715,-0.00045457737655851815,5.6103328461176716e-05,comparado
19880615_England_vs_Netherlands,1988-06-15,England,Netherlands,1765.999,1741.286,1765.9989727758846,1741.2857063479316,2.722411545619252e-05,0.0002936520684215793,comparado
19880615_Republic_of_Ireland_vs_Russia,1988-06-15,Republic of Ireland,Russia,1676.028,1804.925,1676.0282663180253,1804.9254343208925,-0.0002663180252966413,-0.00043432089250927675,comparado
19880617_Germany_vs_Spain,1988-06-17,Germany,Spain,1812.327,1755.269,1812.3269313489477,1755.2690060190248,6.865105228825996e-05,-6.019024795023142e-06,comparado
19880617_Italy_vs_Denmark,1988-06-17,Italy,Denmark,1788.147,1679.331,1788.1473924550232,1679.3313372436257,-0.0003924550233023183,-0.0003372436258359812,comparado
19880618_England_vs_Russia,1988-06-18,England,Russia,1741.564,1797.473,1741.564317019902,1797.4733221498927,-0.00031701990201327135,-0.00032214989278145367,comparado
19880618_Republic_of_Ireland_vs_Netherlands,1988-06-18,Republic of Ireland,Netherlands,1683.48,1765.72,1683.480378489025,1765.720362103914,-0.00037848902502446435,-0.00036210391408530995,comparado
19880621_Germany_vs_Netherlands,1988-06-21,Germany,Netherlands,1831.154,1781.84,1831.154357820134,1781.8403455332548,-0.00035782013401330914,-0.0003455332548583101,comparado
19880622_Russia_vs_Italy,1988-06-22,Russia,Italy,1816.383,1803.462,1816.3828062554,1803.462351022122,0.0001937445999828924,-0.00035102212200399663,comparado
19880625_Russia_vs_Netherlands,1988-06-25,Russia,Netherlands,1838.466,1805.801,1838.466403647666,1805.8011689973684,-0.00040364766618949943,-0.00016899736851883063,comparado
19890701_Brazil_vs_Venezuela,1989-07-01,Brazil,Venezuela,1788.49,1289.014,1788.489767524463,1289.014476905709,0.0002324755369045306,-0.0004769057090925344,comparado
19890701_Paraguay_vs_Peru,1989-07-01,Paraguay,Peru,1640.693,1516.023,1640.6931651156483,1516.0231298935137,-0.00016511564831489522,-0.00012989351375836122,comparado
19890702_Argentina_vs_Chile,1989-07-02,Argentina,Chile,1706.157,1631.73,1706.1569836470492,1631.7300599316188,1.635295075175236e-05,-5.993161880724074e-05,comparado
19890702_Uruguay_vs_Ecuador,1989-07-02,Uruguay,Ecuador,1705.898,1436.515,1705.898499130049,1436.5151683384063,-0.0004991300490928552,-0.00016833840618346585,comparado
19890703_Brazil_vs_Peru,1989-07-03,Brazil,Peru,1790.498,1497.955,1790.497559452537,1497.9547499170155,0.00044054746308574977,0.00025008298439388454,comparado
19890703_Venezuela_vs_Colombia,1989-07-03,Venezuela,Colombia,1287.007,1644.046,1287.0066849776351,1644.0464774803706,0.00031502236492997326,-0.0004774803705913655,comparado
19890704_Argentina_vs_Ecuador,1989-07-04,Argentina,Ecuador,1722.726,1471.166,1722.7259797348227,1471.165760699728,2.0265177454348304e-05,0.00023930027191454428,comparado
19890704_Uruguay_vs_Bolivia,1989-07-04,Uruguay,Bolivia,1671.248,1419.638,1671.2479067687273,1419.6384131066143,9.323127278548782e-05,-0.00041310661436000373,comparado
19890705_Colombia_vs_Paraguay,1989-07-05,Colombia,Paraguay,1648.553,1658.762,1648.5530745455844,1658.7615450921464,-7.454558431163605e-05,0.00045490785350921215,comparado
19890705_Peru_vs_Venezuela,1989-07-05,Peru,Venezuela,1512.379,1282.5,1512.379021030782,1282.5000879124213,-2.1030782136222115e-05,-8.791242134975619e-05,comparado
19890706_Chile_vs_Uruguay,1989-07-06,Chile,Uruguay,1615.161,1681.188,1615.1610638438453,1681.1882840822625,-6.384384528246301e-05,-0.00028408226239662326,comparado
19890706_Ecuador_vs_Bolivia,1989-07-06,Ecuador,Bolivia,1484.173,1409.698,1484.173387148303,1409.698035793079,-0.0003871483029342926,-3.5793078950518975e-05,comparado
19890707_Brazil_vs_Colombia,1989-07-07,Brazil,Colombia,1776.073,1628.17,1776.0732883387705,1628.169926184653,-0.0002883387703604967,7.381534715023008e-05,comparado
19890707_Paraguay_vs_Venezuela,1989-07-07,Paraguay,Venezuela,1679.145,1294.669,1679.144693453078,1294.6686838579799,0.000306546922047346,0.00031614202021046367,comparado
19890708_Bolivia_vs_Chile,1989-07-08,Bolivia,Chile,1414.132,1592.205,1414.1318364101526,1592.2047268688357,0.00016358984748876537,0.00027313116424920736,comparado
19890708_Uruguay_vs_Argentina,1989-07-08,Uruguay,Argentina,1704.145,1709.718,1704.1446210572722,1709.7183532862477,0.00037894272782068583,-0.00035328624767316796,comparado
19890709_Brazil_vs_Paraguay,1989-07-09,Brazil,Paraguay,1767.637,1684.03,1767.6371354846485,1684.030060285584,-0.00013548464858104126,-6.028558414072904e-05,comparado
19890709_Colombia_vs_Peru,1989-07-09,Colombia,Peru,1636.606,1500.21,1636.6060790387749,1500.2104250852235,-7.903877485659905e-05,-0.0004250852234690683,comparado
19890710_Argentina_vs_Bolivia,1989-07-10,Argentina,Bolivia,1730.381,1395.75,1730.3814898748133,1395.7496187069344,-0.0004898748131836328,0.0003812930656295066,comparado
19890710_Chile_vs_Ecuador,1989-07-10,Chile,Ecuador,1610.587,1479.74,1610.5869445720539,1479.7395865312294,5.542794610846613e-05,0.0004134687706027762,comparado
19890712_Brazil_vs_Argentina,1989-07-12,Brazil,Argentina,1784.616,1714.722,1784.615708733943,1714.7222575699113,0.00029126605704732356,-0.000257569911354949,comparado
19890712_Paraguay_vs_Uruguay,1989-07-12,Paraguay,Uruguay,1667.051,1683.481,1667.0514870362897,1683.4814844687066,-0.00048703628976909386,-0.0004844687066452025,comparado
19890714_Argentina_vs_Uruguay,1989-07-14,Argentina,Uruguay,1696.8,1711.012,1696.8003178383199,1711.012389908817,-0.00031783831991560874,-0.00038990881716927106,comparado
19890714_Brazil_vs_Paraguay,1989-07-14,Brazil,Paraguay,1802.538,1639.521,1802.5376484655344,1639.5205815961795,0.0003515344656079833,0.0004184038205039542,comparado
19890716_Brazil_vs_Uruguay,1989-07-16,Brazil,Uruguay,1817.782,1732.998,1817.7821028952603,1732.9980180904365,-0.00010289526039741759,-1.809043646971986e-05,comparado
19890716_Paraguay_vs_Argentina,1989-07-16,Paraguay,Argentina,1624.276,1674.815,1624.2761271664535,1674.8146896567005,-0.00012716645346699806,0.0003103432995885669,comparado
19900608_Argentina_vs_Cameroon,1990-06-08,Argentina,Cameroon,1665.271,1684.664,1665.271135164867,1684.6639904046508,-0.00013516486706066644,9.595349183655344e-06,comparado
19900609_Italy_vs_Austria,1990-06-09,Italy,Austria,1796.245,1634.539,1796.2445690595134,1634.5391578892534,0.0004309404864670796,-0.00015788925338711124,comparado
19900609_Russia_vs_Romania,1990-06-09,Russia,Romania,1774.107,1702.125,1774.1068711938267,1702.1247591928307,0.00012880617327937216,0.00024080716934804514,comparado
19900609_United_Arab_Emirates_vs_Colombia,1990-06-09,United Arab Emirates,Colombia,1580.524,1640.788,1580.5238480778667,1640.7875775161413,0.0001519221332273446,0.0004224838587560953,comparado
19900610_Brazil_vs_Sweden,1990-06-10,Brazil,Sweden,1840.394,1743.958,1840.3939798228573,1743.9584570336099,2.0177142687316518e-05,-0.0004570336097913241,comparado
19900610_Germany_vs_Yugoslavia,1990-06-10,Germany,Yugoslavia,1823.521,1710.362,1823.5213427526871,1710.3615053557764,-0.00034275268717465224,0.0004946442236359871,comparado
19900610_United_States_vs_Czechoslovakia,1990-06-10,United States,Czechoslovakia,1542.675,1699.636,1542.6745227923939,1699.636423649532,0.00047720760608171986,-0.000423649531967385,comparado
19900611_Costa_Rica_vs_Scotland,1990-06-11,Costa Rica,Scotland,1570.241,1629.918,1570.2406793717623,1629.918049429651,0.0003206282376595482,-4.942965119880682e-05,comparado
19900611_England_vs_Republic_of_Ireland,1990-06-11,England,Republic of Ireland,1763.49,1714.209,1763.4896693739322,1714.2089251497325,0.00033062606780731585,7.485026753784041e-05,comparado
19900612_Belgium_vs_South_Korea,1990-06-12,Belgium,South Korea,1699.24,1750.062,1699.2404739006677,1750.0618026354448,-0.0004739006676572899,0.0001973645551061054,comparado
19900612_Netherlands_vs_Egypt,1990-06-12,Netherlands,Egypt,1829.457,1656.033,1829.4573731683865,1656.033017110603,-0.00037316838643164374,-1.7110603039327543e-05,comparado
19900613_Argentina_vs_Russia,1990-06-13,Argentina,Russia,1645.442,1747.204,1645.4420789810451,1747.2036518922755,-7.898104513515136e-05,0.00034810772444870963,comparado
19900613_Uruguay_vs_Spain,1990-06-13,Uruguay,Spain,1717.664,1766.831,1717.6644451383752,1766.831344995418,-0.00044513837519843946,-0.00034499541811783274,comparado
19900614_Cameroon_vs_Romania,1990-06-14,Cameroon,Romania,1704.493,1729.028,1704.4930465884727,1729.0279784943818,-4.658847274185973e-05,2.1505618178707664e-05,comparado
19900614_Italy_vs_United_States,1990-06-14,Italy,United States,1808.12,1524.483,1808.1201556576725,1524.4828709970584,-0.0001556576726216008,0.00012900294154860603,comparado
19900614_Yugoslavia_vs_Colombia,1990-06-14,Yugoslavia,Colombia,1691.386,1659.387,1691.3855792555698,1659.386897778228,0.0004207444301300711,0.00010222177184004977,comparado
19900615_Austria_vs_Czechoslovakia,1990-06-15,Austria,Czechoslovakia,1622.664,1717.828,1622.6635712910943,1717.8280754448674,0.00042870890570156917,-7.544486743427115e-05,comparado
19900615_Germany_vs_United_Arab_Emirates,1990-06-15,Germany,United Arab Emirates,1842.497,1561.925,1842.4972688528937,1561.9245278157798,-0.0002688528936687362,0.0004721842201433901,comparado
19900616_Brazil_vs_Costa_Rica,1990-06-16,Brazil,Costa Rica,1855.71,1594.813,1855.7103555122342,1594.8126904006394,-0.0003555122341367678,0.00030959936066210503,comparado
19900616_England_vs_Netherlands,1990-06-16,England,Netherlands,1760.531,1819.767,1760.5308167809492,1819.7668668662554,0.00018321905076845724,0.00013313374461176863,comparado
19900616_Sweden_vs_Scotland,1990-06-16,Sweden,Scotland,1728.642,1605.346,1728.642081344233,1605.346038400774,-8.13442329672398e-05,-3.840077397399e-05,comparado
19900617_Belgium_vs_Uruguay,1990-06-17,Belgium,Uruguay,1725.066,1720.617,1725.0655936276296,1720.6165529455857,0.00040637237043483765,0.0004470544142805011,comparado
19900617_Republic_of_Ireland_vs_Egypt,1990-06-17,Republic of Ireland,Egypt,1717.168,1665.724,1717.1677777427155,1665.723523412734,0.00022225728434932535,0.0004765872658936132,comparado
19900617_South_Korea_vs_Spain,1990-06-17,South Korea,Spain,1724.237,1763.879,1724.2366829084829,1763.8792371882075,0.0003170915172177047,-0.00023718820762042014,comparado
19900618_Argentina_vs_Romania,1990-06-18,Argentina,Romania,1673.773,1706.547,1673.7729650835881,1706.5474772375917,3.4916411777885514e-05,-0.00047723759166728996,comparado
19900618_Cameroon_vs_Russia,1990-06-18,Cameroon,Russia,1726.974,1718.873,1726.9735478452628,1718.8727657897325,0.0004521547371041379,0.00023421026753567276,comparado
19900619_Austria_vs_United_States,1990-06-19,Austria,United States,1607.276,1517.618,1607.2759287742194,1517.6177889493986,7.122578062990215e-05,0.00021105060136505926,comparado
19900619_Germany_vs_Colombia,1990-06-19,Germany,Colombia,1852.442,1640.316,1852.4419410749176,1640.3155395119552,5.892508238503069e-05,0.0004604880448368931,comparado
19900619_Italy_vs_Czechoslovakia,1990-06-19,Italy,Czechoslovakia,1814.985,1733.216,1814.9852377053323,1733.2157179617423,-0.00023770533243805403,0.00028203825763739587,comparado
19900619_Yugoslavia_vs_United_Arab_Emirates,1990-06-19,Yugoslavia,United Arab Emirates,1710.457,1551.98,1710.4569375218427,1551.979855593756,6.247815736060147e-05,0.00014440624408962321,comparado
19900620_Brazil_vs_Scotland,1990-06-20,Brazil,Scotland,1863.361,1633.501,1863.3606601175056,1633.500558324343,0.00033988249447247654,0.0004416756569298741,comparado
19900620_Sweden_vs_Costa_Rica,1990-06-20,Sweden,Costa Rica,1700.488,1587.162,1700.487561420664,1587.162385795368,0.00043857933610524924,-0.0003857953679471393,comparado
19900621_Belgium_vs_Spain,1990-06-21,Belgium,Spain,1747.795,1783.967,1747.7950713756072,1783.967094593265,-7.137560714909341e-05,-9.45932649756287e-05,comparado
19900621_England_vs_Egypt,1990-06-21,England,Egypt,1764.077,1668.81,1764.0769193511342,1668.810434686057,8.064886583269981e-05,-0.000434686057133149,comparado
19900621_Republic_of_Ireland_vs_Netherlands,1990-06-21,Republic of Ireland,Netherlands,1714.081,1816.221,1714.0808664693925,1816.2207642960705,0.00013353060739973444,0.00023570392954752606,comparado
19900621_South_Korea_vs_Uruguay,1990-06-21,South Korea,Uruguay,1704.149,1697.887,1704.1488255034253,1697.887075197608,0.00017449657457291323,-7.5197608111921e-05,comparado
19900623_Cameroon_vs_Colombia,1990-06-23,Cameroon,Colombia,1692.514,1651.75,1692.5143430232172,1651.7503196927705,-0.0003430232172831893,-0.0003196927705175767,comparado
