match_id,stage_label,title,team_a,team_b,score,goals_a,goals_b,prob_scoreline,expected_points_8_5_3,exact_prob,difference_prob,result_prob,risk_adjusted_points,ensemble_adjusted_points,competitive_adjusted_points,public_score_popularity_index,differential_value_index,plausibility_index,rank_by_probability,rank_by_expected_points,selected_by_model,selected_by_penca,model_modal_score,model_modal_prob,penca_score,penca_expected_points,tail_7plus_or_other_prob
,Grupo H,Egypt vs Iran,Egypt,Iran,1-0,1,0,0.07269590057281052,1.126500929836054,0.07269590057281052,0.13653364212280397,0.21178198129067152,0.8469108004739268,1.4328996653270207,1.6103338304376114,0.0,0.6336934468235378,0.9687054697243598,6,29,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-1,1,1,0.12231911739440951,1.760387849830855,0.12231911739440951,0.2786860995295253,0.2786860995295253,1.4960917269065444,2.277149966837284,2.4999359055797994,0.0,0.7956640669375545,0.961326906617152,2,13,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-2,1,2,0.08267081838956013,2.245163871065321,0.08267081838956013,0.234277829178615,0.5095319191798036,2.0770075129227,2.6120552616442962,2.8271379009564868,0.0,0.7681522832578224,0.9664083466109209,5,2,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-3,1,3,0.04536999297908848,1.9760110831114228,0.04536999297908848,0.15565267331737337,0.5095319191798036,1.8122388310997148,1.9783031904976704,2.132364109265294,0.0,0.5502175670272265,0.9707520392449692,9,8,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-4,1,4,0.01840170896509442,1.7369247133682357,0.01840170896509442,0.07656191446677087,0.5095319191798036,1.5805973098600836,1.408519972973417,1.492112084755238,0.0,0.29854325636364615,0.6333933308913358,14,14,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-5,1,5,0.006187634903018195,1.6059496363293413,0.006187634903018195,0.02939548704043808,0.5095319191798036,1.4571354380033668,1.214578500567906,1.2782514059756063,0.0,0.22740323359893,0.5363560285799769,21,19,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,1-6,1,6,0.0018580521451443367,1.5534846411293524,0.0018580521451443367,0.009657363577254387,0.5095319191798036,1.4088046615683565,1.1487300904468918,1.2057001328322332,0.0,0.20346443709050474,0.48,28,22,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-0,2,0,0.03486681461557983,0.8486009815964999,0.03486681461557983,0.05432729693887292,0.21178198129067152,0.6069427572556992,0.9871900429118252,1.130230790011867,0.0,0.5108598110715779,0.7356847348303597,11,35,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-1,2,1,0.049362244292856114,1.056499960996191,0.049362244292856114,0.13653364212280397,0.21178198129067152,0.806591883887247,1.307609540304399,1.4829129743148994,0.0,0.6260836928946445,0.9708752103861422,8,30,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-2,2,2,0.03925424095121609,1.5111932205012746,0.03925424095121609,0.2786860995295253,0.2786860995295253,1.327229783404062,1.6660431601081498,1.829318911411708,0.0,0.5831276832269943,0.9671991789729341,10,24,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-3,2,3,0.02079717958356899,2.0595429546473474,0.02079717958356899,0.234277829178615,0.5095319191798036,1.9523268703852252,1.8056528642399918,1.916427705826916,0.0,0.3956244342390145,0.7489130808144161,13,4,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-4,2,4,0.008811938094130577,1.866336918456549,0.008811938094130577,0.15565267331737337,0.5095319191798036,1.7455374392321006,1.4767131266103308,1.549036798148926,0.0,0.25829882692355377,0.5319433596258593,18,9,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-5,2,5,0.003039458804975564,1.6908379628878791,0.003039458804975564,0.07656191446677087,0.5095319191798036,1.5564090918315137,1.2568095584114503,1.3146072838096547,0.0,0.20642044785073027,0.48,24,16,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,2-6,2,6,0.0009110154812320297,1.5901197780639829,0.0009110154812320297,0.02939548704043808,0.5095319191798036,1.4499016922115378,1.1615157499418138,1.2170224599943413,0.0,0.19823825018759808,0.48,31,20,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-0,3,0,0.011287420446412828,0.7012256728929647,0.011287420446412828,0.016008733840855775,0.21178198129067152,0.5038706994871862,0.6210911098717958,0.7123051839994912,0.0,0.32576455045605457,0.56088402175314,17,40,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-1,3,1,0.0158623055531016,0.7915874544090652,0.0158623055531016,0.05432729693887292,0.21178198129067152,0.5831287275138016,0.8281087862062811,0.9518526075228568,0.0,0.4419422189877705,0.9781115986787177,15,36,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-2,3,2,0.012482829772455524,0.945861717434989,0.012482829772455524,0.13653364212280397,0.21178198129067152,0.7489518009019245,0.8542286912660806,0.956435815627334,0.0,0.3650254441473337,0.8327993807515803,16,31,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-3,3,3,0.007042254277581695,1.4145572604803716,0.007042254277581695,0.2786860995295253,0.2786860995295253,1.2672376626205173,1.144033632334646,1.2239278738680568,0.0,0.28533657690503833,0.647927858012457,20,25,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-4,3,4,0.0029351139731751013,2.0059567578161657,0.0029351139731751013,0.234277829178615,0.5095319191798036,1.9186987748529576,1.6423146371741624,1.7178734806917746,0.0,0.26985301256290073,0.48,25,5,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-5,3,5,0.0010640432406124527,1.8430932338959947,0.0010640432406124527,0.15565267331737337,0.5095319191798036,1.7322273591830173,1.4163287107036109,1.4784850102767466,0.0,0.22198678418977036,0.48,30,11,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,3-6,3,6,0.0003297639840828305,1.682708878425201,0.0003297639840828305,0.07656191446677087,0.5095319191798036,1.5523252831845709,1.2485208696534804,1.3058103183745955,0.0,0.20460517400398226,0.48,37,17,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,4-0,4,0,0.0028539049210586052,0.6515939394870525,0.0028539049210586052,0.00384314042593106,0.21178198129067152,0.47571746290643013,0.4820807603330109,0.54699225793716,0.0,0.23182677715767527,0.48,26,44,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,4-1,4,1,0.0039539368774530615,0.6792252221860853,0.0039539368774530615,0.016008733840855775,0.21178198129067152,0.4982174781913776,0.5280454328231741,0.596415228759085,0.0,0.2441778426282536,0.6401290304837237,22,41,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,4-2,4,2,0.0031624606060596944,0.7534879195679395,0.0031624606060596944,0.05432729693887292,0.21178198129067152,0.5696533623411821,0.5841967004365571,0.646569799314104,0.0,0.22276106741981022,0.537961646901804,23,37,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
,Grupo H,Egypt vs Iran,Egypt,Iran,4-3,4,3,0.0017983147014761826,0.913808172222051,0.0017983147014761826,0.13653364212280397,0.21178198129067152,0.7340719107407072,0.6778057824235112,0.734972574252584,0.0,0.20416711367525983,0.48,29,32,False,False,0-1,0.12756343158938693,0-1,2.3798417106648015,0.002274558411209493
