version,matches,brier_score,log_loss,accuracy,temperature,shrinkage_strength
original,1930,0.19995181914933,1.0038472968239058,0.5409326424870466,,
calibrada,1930,0.19778552828060614,0.9957663303825186,0.5383419689119171,0.75,0.06
