metric,value
matches,1930
accuracy_1x2,0.5409326424870466
brier_score,0.1973429339931665
log_loss,0.9944440476838784
ranked_probability_score,0.20437143243156872
mae_goals_a,1.0468971042241209
mae_goals_b,0.878686776890021
mae_total_goals,1.9255838811141417
